sr_no,state,work_raw,work_id_raw,ida_raw,mp_name_raw,constituency,expenditure_date_raw,vendor_raw,payment_status,fund_disbursed_amount,house,state_key,work_id,work_key,district_name,ida_key,mp_name_clean,mp_key,elected_nominated,expenditure_date,vendor_clean,vendor_id
1,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18218/2025-2026/233777,GHAZIABAD(DISTRICT MAGISTRAE GHAZIABAD_IDA),ATUL GARG,GHAZIABAD,21-Aug-2026,DARSH BUILDCON,Payment In-Progress,799146.0,LS,Uttar Pradesh,WS/MP18218/2025-2026/233777,LS|WS/MP18218/2025-2026/233777,Ghaziabad,GHAZIABAD,ATUL GARG,LS_ATUL GARG,,2026-08-21,DARSH BUILDCON,v_5402a69c6993
2,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18218/2025-2026/233878,GHAZIABAD(DISTRICT MAGISTRAE GHAZIABAD_IDA),ATUL GARG,GHAZIABAD,04-Aug-2026,DARSH BUILDCON,Payment In-Progress,832080.0,LS,Uttar Pradesh,WS/MP18218/2025-2026/233878,LS|WS/MP18218/2025-2026/233878,Ghaziabad,GHAZIABAD,ATUL GARG,LS_ATUL GARG,,2026-08-04,DARSH BUILDCON,v_5402a69c6993
3,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18218/2025-2026/233781,GHAZIABAD(DISTRICT MAGISTRAE GHAZIABAD_IDA),ATUL GARG,GHAZIABAD,04-Aug-2026,DARSH BUILDCON,Payment In-Progress,498309.0,LS,Uttar Pradesh,WS/MP18218/2025-2026/233781,LS|WS/MP18218/2025-2026/233781,Ghaziabad,GHAZIABAD,ATUL GARG,LS_ATUL GARG,,2026-08-04,DARSH BUILDCON,v_5402a69c6993
4,Odisha,Construction of community centers and community halls,WS/MP370/2024-2025/145537,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),31-Aug-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,2000.0,LS,Odisha,WS/MP370/2024-2025/145537,LS|WS/MP370/2024-2025/145537,Sundaragada,SUNDARAGADA,JUAL ORAM,LS_JUAL ORAM,,2026-08-31,MEMBER SECY OB OC WWB BBSR,v_519501e26e4d
5,Odisha,Construction of community centers and community halls,WS/MP370/2025-2026/174610,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),07-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,1962.0,LS,Odisha,WS/MP370/2025-2026/174610,LS|WS/MP370/2025-2026/174610,Sundaragada,SUNDARAGADA,JUAL ORAM,LS_JUAL ORAM,,2026-09-07,MEMBER SECY OB OC WWB BBSR,v_519501e26e4d
6,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18350/2025-2026/182265,BOUDH(District Collector Boudh_IDA),SUKANTA KUMAR PANIGRAHI,KANDHAMAL,17-Aug-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,3000.0,LS,Odisha,WS/MP18350/2025-2026/182265,LS|WS/MP18350/2025-2026/182265,Boudh,BOUDH,SUKANTA KUMAR PANIGRAHI,LS_SUKANTA KUMAR PANIGRAHI,,2026-08-17,MEMBER SECY OB OC WWB BBSR,v_519501e26e4d
7,Odisha,Construction of community centers and community halls,WS/MP18142/2025-2026/225283,JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA),BIBHU PRASAD TARAI,JAGATSINGHPUR(SC),01-Sep-2026,MEMBER SECY OB AND OC WWB BBSR,Payment In-Progress,5000.0,LS,Odisha,WS/MP18142/2025-2026/225283,LS|WS/MP18142/2025-2026/225283,Jagatsinghapur,JAGATSINGHAPUR,BIBHU PRASAD TARAI,LS_BIBHU PRASAD TARAI,,2026-09-01,MEMBER SECY OB OC WWB BBSR,v_519501e26e4d
8,Karnataka,Construction of additional rooms and halls in the existing public and community building,WS/MP18082/2025-2026/242466,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),31-Aug-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,375000.0,LS,Karnataka,WS/MP18082/2025-2026/242466,LS|WS/MP18082/2025-2026/242466,Chitradurga,CHITRADURGA,GOVIND MAKTHAPPA KARJOL,LS_GOVIND MAKTHAPPA KARJOL,,2026-08-31,KRIDL BHUSIRI ACCOUNT WORKS,v_53fc6991546b
9,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP641/2025-2026/220322,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),31-Aug-2026,NAGAR PALIKA PARISHAD BARWANI,Payment In-Progress,99254.0,LS,Madhya Pradesh,WS/MP641/2025-2026/220322,LS|WS/MP641/2025-2026/220322,Barwani,BARWANI,GAJENDRA SINGH PATEL,LS_GAJENDRA SINGH PATEL,,2026-08-31,NAGAR PALIKA PARISHAD BARWANI,v_94084116cac4
10,Karnataka,Construction of additional rooms and halls in the existing public and community building,WS/MP18091/2026-2027/159995,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,07-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,300000.0,LS,Karnataka,WS/MP18091/2026-2027/159995,LS|WS/MP18091/2026-2027/159995,Kodagu,KODAGU,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,LS_YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,,2026-09-07,KRIDL BHUSIRI ACCOUNT WORKS,v_53fc6991546b
11,Karnataka,Construction of community centers and community halls,WS/MP18091/2025-2026/175650,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,07-Sep-2026,KRIDL BHUSIRI ACCOUNT WORKS,Payment In-Progress,375000.0,LS,Karnataka,WS/MP18091/2025-2026/175650,LS|WS/MP18091/2025-2026/175650,Kodagu,KODAGU,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,LS_YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,,2026-09-07,KRIDL BHUSIRI ACCOUNT WORKS,v_53fc6991546b
12,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171412,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,18-Aug-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/171412,LS|WS/MP18222/2025-2026/171412,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-08-18,AJAY KUMAR SINGH,v_54479d34a2d8
13,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/183819,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,18-Aug-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/183819,LS|WS/MP18222/2025-2026/183819,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-08-18,AJAY KUMAR SINGH,v_54479d34a2d8
14,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184028,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,18-Aug-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184028,LS|WS/MP18222/2025-2026/184028,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-08-18,AJAY KUMAR SINGH,v_54479d34a2d8
15,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171497,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,21-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/171497,LS|WS/MP18222/2025-2026/171497,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-21,AJAY KUMAR SINGH,v_54479d34a2d8
16,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171501,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,21-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/171501,LS|WS/MP18222/2025-2026/171501,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-21,AJAY KUMAR SINGH,v_54479d34a2d8
17,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171499,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,21-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/171499,LS|WS/MP18222/2025-2026/171499,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-21,AJAY KUMAR SINGH,v_54479d34a2d8
18,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171502,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,21-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/171502,LS|WS/MP18222/2025-2026/171502,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-21,AJAY KUMAR SINGH,v_54479d34a2d8
19,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184243,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184243,LS|WS/MP18222/2025-2026/184243,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
20,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184254,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184254,LS|WS/MP18222/2025-2026/184254,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
21,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184255,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184255,LS|WS/MP18222/2025-2026/184255,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
22,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184264,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184264,LS|WS/MP18222/2025-2026/184264,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
23,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184266,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184266,LS|WS/MP18222/2025-2026/184266,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
24,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184279,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184279,LS|WS/MP18222/2025-2026/184279,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
25,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184305,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184305,LS|WS/MP18222/2025-2026/184305,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
26,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184282,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184282,LS|WS/MP18222/2025-2026/184282,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
27,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184280,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184280,LS|WS/MP18222/2025-2026/184280,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
28,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184088,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,22-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184088,LS|WS/MP18222/2025-2026/184088,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-22,AJAY KUMAR SINGH,v_54479d34a2d8
29,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184034,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,22-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184034,LS|WS/MP18222/2025-2026/184034,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-22,AJAY KUMAR SINGH,v_54479d34a2d8
30,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184239,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,22-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184239,LS|WS/MP18222/2025-2026/184239,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-22,AJAY KUMAR SINGH,v_54479d34a2d8
31,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/184234,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,22-Jul-2026,Ajay Kumar Singh,Payment In-Progress,19992.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/184234,LS|WS/MP18222/2025-2026/184234,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-22,AJAY KUMAR SINGH,v_54479d34a2d8
32,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214196,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214196,LS|WS/MP18222/2025-2026/214196,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
33,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214193,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214193,LS|WS/MP18222/2025-2026/214193,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
34,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214195,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214195,LS|WS/MP18222/2025-2026/214195,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
35,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214202,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214202,LS|WS/MP18222/2025-2026/214202,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
36,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214253,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214253,LS|WS/MP18222/2025-2026/214253,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
37,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214320,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214320,LS|WS/MP18222/2025-2026/214320,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
38,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214321,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214321,LS|WS/MP18222/2025-2026/214321,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
39,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214004,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214004,LS|WS/MP18222/2025-2026/214004,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
40,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214008,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214008,LS|WS/MP18222/2025-2026/214008,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
41,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214115,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214115,LS|WS/MP18222/2025-2026/214115,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
42,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214174,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214174,LS|WS/MP18222/2025-2026/214174,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
43,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214190,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214190,LS|WS/MP18222/2025-2026/214190,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
44,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214104,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214104,LS|WS/MP18222/2025-2026/214104,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
45,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214105,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214105,LS|WS/MP18222/2025-2026/214105,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
46,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214106,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214106,LS|WS/MP18222/2025-2026/214106,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
47,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214107,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214107,LS|WS/MP18222/2025-2026/214107,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
48,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214059,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214059,LS|WS/MP18222/2025-2026/214059,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
49,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214061,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214061,LS|WS/MP18222/2025-2026/214061,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
50,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214060,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214060,LS|WS/MP18222/2025-2026/214060,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
51,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214103,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214103,LS|WS/MP18222/2025-2026/214103,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
52,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214003,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,23-Jul-2026,Ajay Kumar Singh,Payment In-Progress,18044.0,LS,Uttar Pradesh,WS/MP18222/2025-2026/214003,LS|WS/MP18222/2025-2026/214003,Jaunpur,JAUNPUR,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA,,2026-07-23,AJAY KUMAR SINGH,v_54479d34a2d8
